Source_ID,data_id_code,title,language,abstract,provider,published_year,data_public,licence,dataset_citation,domain_class,DOI,URL
14,ubonn_chile_veg_2016,Bioclimatic and vegetational synopsis of Chile,spanish,"Classification of Vegetation Floors for continental Chile presented in the book ""Bioclimatic and Vegetational Synopsis of Chile"" by Federico Luebert and Patricio Pliscoff, Editorial Universitaria, 2006. The concept of vegetation floor is defined here as ""spaces characterized by a set of zooclimatically homogeneous conditions, which occupy a determined position along an elevation gradient, at a specific spatio-temporal scale. It synthesizes the response of the vegetation, in terms of its physiognomy and dominant species, to the influence of the mesoclimate, reflected through the definition of bioclimatic floors. A vegetation floor is typically characterized by a plant formation with specific dominant species and a bioclimatic floor under which such formations can be found. The space that is identified with a vegetation floor can be characterized, a posteriori, by its floristic composition, its dynamics and its internal heterogeneity.",Universität Bonn; Pontificia Universidad Católica de Chile,,TRUE,Creative Commons Attribution Non Commercial 4.0 International,"Federico Luebert, & Patricio Pliscoff. (2016). Sinopsis bioclimática y vegetacional de Chile / Bioclimatic and vegetational synopsis of Chile [Data set]. In Sinopsis bioclimática y vegetacional de Chile. Editorial Universitaria. https://doi.org/10.5281/zenodo.60800",Chile,https://doi.org/10.5281/zenodo.60800,https://zenodo.org/records/60800
15,glims_global_glacier_2013,Global Land Ice Measurements from Space (GLIMS) Database,english,"Global Land Ice Measurements from Space (GLIMS) is an international initiative with the goal of repeatedly surveying the world's estimated 200,000 glaciers. GLIMS uses data collected by the Advanced Spaceborne Thermal Emission and Reflection Radiometer (ASTER) instrument aboard the Terra satellite and the LANDSAT series of satellites, along with historical observations. The GLIMS initiative has created a unique glacier inventory, storing information about the extent and rates of change of all the world's mountain glaciers and ice caps. The GLIMS Glacier Database was built up from data contributions from many glaciological institutions, which are managed by Regional Coordinators, who coordinate the production of glacier mapping results for their particular region. The GLIMS Glacier Database provides students, educators, scientists, and the public with reliable glacier data from these analyses. New glacier data are continually being added to the database. The GLIMS Glacier Viewer was developed to provide the public with easy access to the GLIMS Glacier Database. This Web application allows users to view and query several thematic layers, including glacier outlines, Regional Coordinator institution locations, the World Glacier Inventory, and more. GLIMS data can be downloaded into a number of GIS-compatible formats, including ESRI Shapefiles, MapInfo tables, Geographic Mark-up Language (GML), and Keyhole Mark-up Language (KML) suitable for viewing in Google Earth.",GLIMS Consortium; National Snow and Ice Data Centre; National Aeronautics and Space Administration,,TRUE,Ok to use for POC - check again for main Atlas,"GLIMS Consortium. 2005. GLIMS Glacier Database, Version 1. Boulder, Colorado USA. NASA National Snow and Ice Data Center Distributed Active Archive Center. doi: https://doi.org/10.7265/N5V98602. [26/06/2024].",Global,https://doi.org/10.7265/N5V98602,https://nsidc.org/data/nsidc-0272/versions/1
16,cambridge_global_saltmarsh_2023,The distribution of global tidal marshes from earth observation data,english,"Tidal marsh ecosystems are heavily impacted by human activities, highlighting a pressing need to address gaps in our knowledge of their distribution. To better understand the global distribution and changes in tidal marsh extent, and identify opportunities for their conservation and restoration, it is critical to develop a spatial knowledge base of their global occurrence. 

Here, we develop a globally consistent tidal marsh distribution map for the year 2020 at 10-m resolution. To map the location of the world’s tidal marshes we applied a random forest classification model to earth observation data from the year 2020. We trained the classification model with a reference dataset developed to support distribution mapping of coastal ecosystems, and predicted the spatial distribution of tidal marshes between 60°N to 60°S. We validated the tidal marsh map using standard accuracy assessment methods, with our final map having an overall accuracy score of 0.852. We estimate the global extent of tidal marshes in 2020 to be 52,880 km2 (95% CI: 32,030 to 59,780 km2) distributed across 120 countries and territories. Tidal marsh distribution is centred in temperate and Arctic regions, with nearly half of the global extent of tidal marshes occurring in the temperate Northern Atlantic (45%) region. At the national scale, over a third of the global extent (18,510 km2; CI: 11,200 – 20,900) occurs within the USA. Our analysis provides the most detailed spatial data on global tidal marsh distribution to date and shows that tidal marshes occur in more countries and across a greater proportion of the world’s coastline than previous mapping studies. Our map fills a major knowledge gap regarding the distribution of the world’s coastal ecosystems and provides the baseline needed for measuring changes in tidal marsh extent and estimating their value in terms of ecosystem services.",University of Cambridge; University of Siena; The Nature Conservancy; James Cook University,,TRUE,Creative Commons Attribution 4.0 International,"Worthington, T. A., Spalding, M., Landis, E., Maxwell, T. L., Navarro, A., Smart, L. S., & Murray, N. J. (2023). The distribution of global tidal marshes from earth observation data [dataset]. bioRxiv, 2023.2005.2026.542433",Global,https://zenodo.org/doi/10.5281/zenodo.8420752,https://zenodo.org/records/8420753
17,eucom_global_forest_2023,Global map of forest cover 2020 - version 1,english,"The EC JRC global map of forest cover provides a spatially explicit representation of forest presence and absence for the year 2020 at 10m spatial resolution. 

The year 2020 corresponds to the cut-off date of the Regulation from the European Union ""on the making available on the Union market and the export from the Union of certain commodities and products associated with deforestation and forest degradation"" (EUDR, Regulation (EU) 2023/1115). In the context of the EUDR, the global forest cover map can be used as a non-mandatory, non-exclusive, and not legally binding source of information. Further information about the map and its use can be found on the EU Observatory on Deforestation and Forest Degradation (EUFO) in the section on Frequently Asked Questions.

Forest means land spanning more than 0.5 hectares with trees higher than 5 meters and a canopy cover of more than 10%, or trees able to reach those thresholds in situ, excluding land that is predominantly under agricultural or urban land use. Agricultural use means the use of land for the purpose of agriculture, including for agricultural plantations (i.e. tree stands in agricultural production systems such as fruit tree plantations, oil palm plantations, olive orchards and agroforestry systems) and set- aside agricultural areas, and for rearing livestock. All plantations of relevant commodities other than wood, that is cattle, cocoa, coffee, oil palm, rubber, soya, are excluded from the forest definition. The global map of forest cover was created by combining available global datasets (wall-to-wall or global in their scope) on tree cover, tree height, land cover and land use into a single harmonized globally-consistent representation of where forests existed in 2020.",European Commission Joint Research Centre,,TRUE,Custom,"Bourgoin, Clement; Ameztoy, Iban; Verhegghen, Astrid; Carboni, Silvia; Colditz, Rene; Achard, Frederic (2023): Global map of forest cover 2020 - version 1. European Commission, Joint Research Centre (JRC) [Dataset] PID: http://data.europa.eu/89h/10d1b337-b7d1-4938-a048-686c8185b290",Global,NA,Joint Research Centre Data Catalogue - Global map of forest cover 2020 - version 1 - European Commission (europa.eu)
18,gfw_global_plant_2019,Spatial Database of Planted Trees (SDPT) Version 1.0,english,"The Spatial Database of Planted Trees (SDPT) was compiled by Global Forest Watch using data obtained from national governments, non-governmental organizations and independent researchers. Data were compiled for 82 countries around the world, with most country maps originating from supervised classification or manual polygon delineation of Landsat, SPOT or RapidEye satellite imagery.

The category of “planted trees” in the SDPT includes forest plantations of native or introduced species, established through deliberate human planting or seeding. Sometimes called “tree farms,” these forests infuse the global economy with a constant stream of lumber for construction, pulp for paper and fuelwood for energy. The data set also includes agricultural tree crops like oil palm plantations, avocado farms, apple orchards and even Christmas tree farms. The SDPT makes it possible to identify planted forests and tree crops as being separate from natural forests and enables changes in these planted areas to be monitored independently from changes in global natural forest cover.

The SDPT contains 173 million hectares of planted forest and 50 million hectares of agricultural trees, or approximately 82% of the world’s total planted forest area in 2015 (FAO 2015). The SDPT was compiled through a procedure that included cleaning and processing each individual data set before creating a harmonized attribute table.

For more detailed information, please refer to the Technical Note.
Data is available for download in all countries except China and Papua New Guinea.",Global Forest Watch; World Resources Institute,,TRUE,CC BY 4.0 DEED,"Harris, N., E. Goldman and S. Gibbes. “Spatial Database of Planted Trees (SDPT) Version 1.0.” Accessed through Global Forest Watch on 28/03/2024. www.globalforestwatch.org.",Global,NA,https://www.globalforestwatch.org/map/?map=eyJjZW50ZXIiOnsibGF0IjoyNC44OTc2MDk3MzE3NjkyNiwibG5nIjo1Ny4zMjYyNTIxNzU5ODIyNn0sImJib3giOm51bGwsImRhdGFzZXRzIjpbeyJkYXRhc2V0IjoidHJlZS1wbGFudGF0aW9ucyIsIm9wYWNpdHkiOjEsInZpc2liaWxpdHkiOnRydWUsImxheWVycyI6WyJ0cmVlLXBsYW50YXRpb25zIl19LHsiZGF0YXNldCI6ImdsYWQtZGVmb3Jlc3RhdGlvbi1hbGVydHMtdjIiLCJvcGFjaXR5IjoxLCJ2aXNpYmlsaXR5Ijp0cnVlLCJsYXllcnMiOlsiZGVmb3Jlc3RhdGlvbi1hbGVydHMtZ2xhZCIsInBsYWNlcy10by13YXRjaC12MiJdfSx7ImRhdGFzZXQiOiJwb2xpdGljYWwtYm91bmRhcmllcyIsImxheWVycyI6WyJkaXNwdXRlZC1wb2xpdGljYWwtYm91bmRhcmllcyIsInBvbGl0aWNhbC1ib3VuZGFyaWVzIl0sIm9wYWNpdHkiOjEsInZpc2liaWxpdHkiOnRydWV9XX0%3D&mapMenu=eyJkYXRhc2V0Q2F0ZWdvcnkiOiJsYW5kQ292ZXIifQ%3D%3D&mapPrompts=eyJvcGVuIjp0cnVlLCJzdGVwc0tleSI6InN1YnNjcmliZVRvQXJlYSJ9&menu=eyJkYXRhc2V0Q2F0ZWdvcnkiOiJsYW5kQ292ZXIiLCJtZW51U2VjdGlvbiI6IiJ9&modalMeta=gfw_planted_forests&utm_campaign=gfw_map&utm_medium=hyperlink&utm_source=gfwblog&utm_term=globalplantations_3_2019
19,trworld_global_plant_2016,Layer: Tree plantations by type,english,"This data set was created by Transparent World, with the support of Global Forest Watch. Many studies depicting forest cover and forest change cannot distinguish between natural forests and plantations. This data set attempts to distinguish tree plantations from natural forest for seven key countries: Brazil, Cambodia, Colombia, Indonesia, Liberia, Malaysia, and Peru.

Given the variability of plantations and their spectral similarity to natural forests, this study used visual interpretations of satellite imagery, primarily Landsat, supplemented by high resolution imagery (Google Maps, Bing Maps, or Digital Globe), where available, to locate plantations. Analysts hand-digitized plantation boundaries based on several key visual criteria, including texture, shape, color, and size.

Each polygon is labelled with the plantation type and when possible, the species. A “gr” in front of the species name indicates a group of species, such as pines or fruit, where the individual species was not identifiable. The percentage of plantation coverage indicates a rough estimate of the prevalence of plantation within apolygon (as in the case of a mosaic). Types are defined as follows:* Large industrial plantation: single plantation units larger than 100 hectares* Mosaic of medium-sized plantations: mosaic of plantation units < 100 hectares embedded within patches of other land use* Mosaic of small-sized plantations: mosaic of plantation units < 10 hectares embedded within patches of other land use.* Clearing/ very young plantation: bare ground with contextual clues suggesting it will become a plantations (shape or pattern of clearing, proximity to other plantations, distinctive road network, etc)For more information on this data set and how it was produced, see the forthcoming WRI Technical Note associated with this project.",Transparent World; Global Forest Watch,,TRUE,CC BY 4.0 DEED,"Transparent World (2016) Tree plantations [dataset], Accessed through Global Forest Watch on [28/03/2024]. www.globalforestwatch.org",Regional,NA,https://data.globalforestwatch.org/datasets/gfw::tree-plantations/explore
20,cau_global_plant_2022,A global map of planting years of plantations,english,"The planting year maps developed in this study are the first high-resolution dataset for global plantations at a 30 m spatial resolution. When overlayed with other global or local climate and socio-economic data, the dataset can be used to evaluate the social and ecological benefits and costs from plantations, such as the carbon sequestration from planted forests. Because this dataset contains information on the tree species, it can also help with the prediction of yield from tree crops and the demand for water. Our code to map planting years can be reused on other similar plantation datasets, such as a new version of the SDPT, which may be released in the future. However, parameter settings for LandTrendr in this study were determined based on the previous research and the testing results for NBR time series of the plantations. When applying this method to other vegetation restoration detections, such as the natural restoration of forests, these parameters may need to be adjusted. In addition, users should be aware of the strips in the dataset which are caused by the banding problem in Landsat ETM + images.",China Agricultural University; Ministry of Natural Resources of the People's Republic of China; Tsinghua University; The University of Hong Kong; Peking University; World Resources Institute,,TRUE,CC BY 4.0 DEED,"Du, Z., Yu, L., Yang, J. et al. A global map of planting years of plantations [dataset]. Sci Data 9, 141 (2022).",Global,https://doi.org/10.1038/s41597-022-01260-2,https://figshare.com/articles/dataset/A_global_map_of_planting_years_of_plantations/19070084/2
21,unc_global_rivice_2020,Global River Ice Dataset,english,"More than one-third of Earth’s landmass is drained by rivers that seasonally freeze over. Ice transforms the hydrologic, ecologic, climatic and socio-economic functions of river corridors. Although river ice extent has been shown to be declining in many regions of the world, the seasonality, historical change and predicted future changes in river ice extent and duration have not yet been quantified globally. Previous studies of river ice, which suggested that declines in extent and duration could be attributed to warming temperatures were based on data from sparse locations. Furthermore, existing projections of future ice extent are based solely on the location of the 0-°C isotherm. Here, using satellite observations, we show that the global extent of river ice is declining, and we project a mean decrease in seasonal ice duration of 6.10 ± 0.08 days per 1-°C increase in global mean surface air temperature. We tracked the extent of river ice using over 400,000 clear-sky Landsat images spanning 1984–2018 and observed a mean decline of 2.5 percentage points globally in the past three decades. To project future changes in river ice extent, we developed an observationally calibrated and validated model, based on temperature and season, which reduced the mean bias by 87 per cent compared with the 0-degree-Celsius isotherm approach. We applied this model to future climate projections for 2080–2100: compared with 2009–2029, the average river ice duration declines by 16.7 days under Representative Concentration Pathway (RCP) 8.5, whereas under RCP 4.5 it declines on average by 7.3 days. Our results show that, globally, river ice is measurably declining and will continue to decline linearly with projected increases in surface air temperature towards the end of this century.",University of North Carolina; Texas A&M University,,TRUE,CC BY 4.0 LEGAL CODE,"Yang, X., Pavelsky, T. M., & Allen, G. H. (2019). Global River Ice Dataset [Data set]. Zenodo. https://doi.org/10.5281/zenodo.3372709",Global,https://zenodo.org/doi/10.5281/zenodo.3372708,https://zenodo.org/records/3372709
22,ubonn_chile_veg_2022,Bioclimatic and vegetational synopsis of Chile (2022 extent map),english,"The concept of vegetation floor is defined here as ""spaces characterized by a set of zooclimatically homogeneous conditions, which occupy a determined position along an elevation gradient, at a specific spatio-temporal scale. It synthesizes the response of the vegetation, in terms of its physiognomy and dominant species, to the influence of the mesoclimate, reflected through the definition of bioclimatic floors. A vegetation floor is typically characterized by a plant formation with specific dominant species and a bioclimatic floor under which such formations can be found. The space that is identified with a vegetation floor can be characterized, a posteriori, by its floristic composition, its dynamics and its internal heterogeneity.",Universität Bonn; Pontificia Universidad Católica de Chile; MapBiomas Chile,,FALSE,Original license CC BY NC,"Luebert, F. & Pliscoff, P. 2017. Sinopsis bioclimática y vegetacional de Chile. Segunda edición. Editorial Universitaria, Santiago.",Chile,NA,NA
23,mapb_colom_lcov_2022,Mapbiomas Colombia Collection,spanish; english,"Thematic classifications are the result of Landsat mosaics processing and interpretation, from which land cover and land use maps are obtained for each year. Within the logic proposed by MapBiomas the maps will be updated every time there is an improvement in the classification algorithms. The classification methodology is dynamic and procedural, with the purpose of improving the classification of each typology.

Here you will be able to access the annual maps of land cover and land use in Colombia organized by region, department, and year.",MapBiomas Colombia,,TRUE,CC-BY-SA,"MapBiomas Colombia Project - Collection v1.0 of the Annual Series of Coverage Maps and Land Use of Colombia, consulted on 02/04/2024 through the link: https://colombia.mapbiomas.org/en/codigos-de-la-leyenda/",Colombia,NA,https://colombia.mapbiomas.org/en/codigos-de-la-leyenda/
24,glad_global_crop_2021,Global cropland expansion in the 21st century,english,"The dataset represents a globally consistent cropland extent time-series at 30-m spatial resolution. Cropland defined as land used for annual and perennial herbaceous crops for human consumption, forage (including hay), and biofuel. Perennial woody crops, permanent pastures, and shifting cultivation are excluded from the definition. The fallow length is limited to four years for the cropland class. The cropland mapping was done using the consistently processed Landsat satellite data archive from 2000 to 2019. The Landsat time-series data were transformed into multitemporal metrics that described land surface phenology. These metrics were used as independent variables for a machine learning classification to map global croplands extent. The classification models were locally calibrated using extensive training data collected by visual interpretation of freely available high spatial resolution remotely sensed data. The crop mapping was performed in four-year intervals (2000-2003, 2004-2007, 2008-2011, 2012-2015, and 2016-2019). There is one cropland layer per epoch (five layers total), with the file name referred to the last year of the interval (2003, 2007, 2011, 2015, and 2019).",Global Land Analysis and Discovery; University of Maryland; Texas Tech University; Instituto Politécnico Nacional - Ciudad de México,,TRUE,CC BY 4.0 DEED,"P. Potapov, S. Turubanova, M.C. Hansen, A. Tyukavina, V. Zalles, A. Khan, X.-P. Song, A. Pickens, Q. Shen, J. Cortez. (2021) Global maps of cropland extent and change show accelerated cropland expansion in the twenty-first century. Nature Food. https://doi.org/10.1038/s43016-021-00429-z",Global,https://doi.org/10.1038/s43016-021-00429-z,https://glad.umd.edu/dataset/croplands
25,ircbd_global_wetland_2023,Global annual wetland dataset at 30 m with a fine classification system from 2000 to 2022,english,"Wetlands play a key role in maintaining ecological balance and climate regulation. However, due to the complex and variable spectral characteristics of wetlands, there are no publicly available global 30-meter time-series wetland dynamic datasets at present. In this study, we present novel global 30 m annual wetland maps (GWL_FCS30D) using time-series Landsat imagery on the Google Earth Engine platform, covering the period of 2000–2022 and containing eight wetland subcategories. Specifically, we make full use of our prior globally distributed wetland training sample pool, and adopt the local adaptive classification and spatiotemporal consistency checking algorithm to generate annual wetland maps. The GWL_FCS30D maps were found to achieve an overall accuracy and Kappa coefficient of 86.95 ± 0.44% and 0.822, respectively, in 2020, and show great temporal variability in the United States and the European Union. We expect the dataset would provide vital support for wetland ecosystems protection and sustainable development.",International Research Center of Big Data for Sustainable Development Goals; Chinese Academy of Sciences; Xi’an University of Science and Technology; The University of Hong Kong,,TRUE,CC BY 4.0 DEED,"Liangyun, L., & Xiao, Z. (2023). Time-series global 30 m wetland maps from 2000 to 2022 [Data set]. Zenodo.",Global,https://doi.org/10.5281/zenodo.10068479,https://zenodo.org/records/10068479
26,jrc_global_surfwat_2016,"JRC Yearly Water Classification History, v1.4",english,"This dataset contains maps of the location and temporal distribution of surface water from 1984 to 2021 and provides statistics on the extent and change of those water surfaces. For more information see the associated journal article: High-resolution mapping of global surface water and its long-term changes (Nature, 2016) and the online Data Users Guide.

These data were generated using 4,716,475 scenes from Landsat 5, 7, and 8 acquired between 16 March 1984 and 31 December 2021. Each pixel was individually classified into water / non-water using an expert system and the results were collated into a monthly history for the entire time period and two epochs (1984-1999, 2000-2021) for change detection.

This Yearly Seasonality Classification collection contains a year-by-year classification of the seasonality of water based on the occurrence values detected throughout the year.","Joint Research Centre, Directorate for Sustainable Resources; Google Switzerland GmbH",,TRUE,Copernicus Regulation,"Jean-Francois Pekel, Andrew Cottam, Noel Gorelick, Alan S. Belward, High-resolution mapping of global surface water and its long-term changes [dataset]. Nature 540, 418-422 (2016). (doi:10.1038/nature20584)",Global,https://doi.org/10.1038/nature20584,https://developers.google.com/earth-engine/datasets/catalog/JRC_GSW1_4_YearlyHistory#terms-of-use
